element_id;element_name;element_category;element_type;element_functional_unit;element_wastage_coefficient;material_id;material_name;material_category;material_type;material_functional_unit;material_description;material_common_uses;material_comments;material_embodied_energy;material_embodied_water;material_embodied_carbon;material_weight;quantity
54;Aluminium square tube - 100 × 100 mm. 3 mm thick;Metals;Aluminium;m;1.0;20;Aluminium extruded;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape. Powdercoating provides additional durability. custom colour and improved performance.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Extruded aluminium is commonly used for window frames. profiles for tracks. frames and rails. and mullions.";Window frames. profiles;;0.3581105154722228;181.6345131735524;29.36958313079177;1.0;1.602792
55;Aluminium sheet - 1.6 mm;Metals;Aluminium;m²;1.0;23;Aluminium sheet;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Aluminium sheets or plates are used as the base material for aluminium cladding. gutters. and structural elements.";Cladding. structural elements. tubes. plates;;0.2950083540172439;159.7894480115032;26.684165404932685;1.0;4.3392
56;Aluminium sheet - 3 mm;Metals;Aluminium;m²;1.0;23;Aluminium sheet;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Aluminium sheets or plates are used as the base material for aluminium cladding. gutters. and structural elements.";Cladding. structural elements. tubes. plates;;0.2950083540172439;159.7894480115032;26.684165404932685;1.0;8.136
57;Aluminium sheet - 6 mm;Metals;Aluminium;m²;1.0;23;Aluminium sheet;Non ferrous metals;Aluminium;kg;"Aluminium is a ductile non-ferrous metal. It is a lightweight metal with an average density of 2.7 t/m³. It is durable. corrosion resistant. a good reflector of both visible and infrared radiation. and highly recyclable. Aluminium alloys are used in the construction industry as raw aluminium typically lacks the strength required for most of its applications.
Aluminium is extracted from bauxite. its common ore. through an extensive process. Bauxite is converted to aluminium oxide through the Bayer process. Aluminium oxide (or Alumina) is then converted to aluminium billets by the electricity-intensive Hall-Héroult process. made of 99% aluminium. which can be further purified if needed. Aluminium billets are then thermoformed into the relevant shape.
Aluminium is commonly used as a construction material. notably as cladding. structural and window framing. and as a thermal reflector. Aluminium sheets or plates are used as the base material for aluminium cladding. gutters. and structural elements.";Cladding. structural elements. tubes. plates;;0.2950083540172439;159.7894480115032;26.684165404932685;1.0;16.272
58;Copper sheet - 0.9 mm;Metals;Copper;m²;1.0;43;Copper sheet;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating.
Copper has multiple uses in construction. Copper sheets are often used to manufacture roofing. cladding. gutters. antimicrobial finished surfaces and others.";Roofing. cladding. gutters. antimicrobial finished surfaces;;0.2260919241749021;389.2052002136158;15.09346471252713;1.0;8.046
59;Copper sheet - 1.2 mm;Metals;Copper;m²;1.0;43;Copper sheet;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating.
Copper has multiple uses in construction. Copper sheets are often used to manufacture roofing. cladding. gutters. antimicrobial finished surfaces and others.";Roofing. cladding. gutters. antimicrobial finished surfaces;;0.2260919241749021;389.2052002136158;15.09346471252713;1.0;10.728
60;Copper sheet - 2 mm;Metals;Copper;m²;1.0;43;Copper sheet;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating.
Copper has multiple uses in construction. Copper sheets are often used to manufacture roofing. cladding. gutters. antimicrobial finished surfaces and others.";Roofing. cladding. gutters. antimicrobial finished surfaces;;0.2260919241749021;389.2052002136158;15.09346471252713;1.0;17.88
61;Copper sheet - 3 mm;Metals;Copper;m²;1.0;43;Copper sheet;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating.
Copper has multiple uses in construction. Copper sheets are often used to manufacture roofing. cladding. gutters. antimicrobial finished surfaces and others.";Roofing. cladding. gutters. antimicrobial finished surfaces;;0.2260919241749021;389.2052002136158;15.09346471252713;1.0;26.82
62;Copper pipe - 12.7 mm outer dia.. 0.91 mm thick;Metals;Copper;m;1.0;44;Copper tube;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating. These are then heated and extruded into pipes.
Copper has multiple uses in construction. Copper pipes are used for building services. including for gas and in heating. cooling and ventilation systems.";Gas pipes. coolant pipes. water pipes;;0.1497512099298225;288.7144881448478;10.089119186902971;1.0;0.30133
63;Copper pipe - 19.05 mm outer dia.. 1.02 mm thick;Metals;Copper;m;1.0;44;Copper tube;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating. These are then heated and extruded into pipes.
Copper has multiple uses in construction. Copper pipes are used for building services. including for gas and in heating. cooling and ventilation systems.";Gas pipes. coolant pipes. water pipes;;0.1497512099298225;288.7144881448478;10.089119186902971;1.0;0.516515
64;Copper pipe - 40 mm outer dia.. 1.22 mm thick;Metals;Copper;m;1.0;44;Copper tube;Non ferrous metals;Copper;kg;"Copper is a soft and malleable non-ferrous metal and has been used in construction for hundreds of years. It has high thermal and electric conduction properties.
Copper is made by crushing mined copper ores and flash smelting them. The resulting copper sulphite is further heated with oxygen to obtain copper oxide. The latter is heated to obtain blister copper. which is used to cast anodes that are turned into pure copper cathodes through electroplating. These are then heated and extruded into pipes.
Copper has multiple uses in construction. Copper pipes are used for building services. including for gas and in heating. cooling and ventilation systems.";Gas pipes. coolant pipes. water pipes;;0.1497512099298225;288.7144881448478;10.089119186902971;1.0;1.328786
65;Steel reinforcement bar - 6 mm dia.;Metals;Steel;m;1.0;74;Hot rolled structural steel;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being cast for its final use.
Steel is commonly used in the construction industry. mainly as a structural material. Hot rolled structural steel is used to produce a range of structural elements. such as reinforcement bars. I-beams and railroad tracks.";Reinforcement bars. beams. railroad tracks;rebar, U and I beams etc;0.0388192694049489;37.07281310013285;2.890095004257457;1.0;0.222
66;Steel reinforcement bar - 8 mm dia.;Metals;Steel;m;1.0;74;Hot rolled structural steel;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being cast for its final use.
Steel is commonly used in the construction industry. mainly as a structural material. Hot rolled structural steel is used to produce a range of structural elements. such as reinforcement bars. I-beams and railroad tracks.";Reinforcement bars. beams. railroad tracks;rebar, U and I beams etc;0.0388192694049489;37.07281310013285;2.890095004257457;1.0;0.395
67;Steel reinforcement bar - 12 mm dia.;Metals;Steel;m;1.05;74;Hot rolled structural steel;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being cast for its final use.
Steel is commonly used in the construction industry. mainly as a structural material. Hot rolled structural steel is used to produce a range of structural elements. such as reinforcement bars. I-beams and railroad tracks.";Reinforcement bars. beams. railroad tracks;rebar, U and I beams etc;0.0388192694049489;37.07281310013285;2.890095004257457;1.0;0.888
68;Bare wire - 2 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.02431
69;Bare wire - 3.2 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.0622487
70;Wire Rope - 1.6 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.0108
71;Wire Rope - 4 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.0628
72;Wire Rope - 8 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.2561
73;Wire Rope - 12 mm dia.;Metals;Stainless steel;m;1.0;108;Stainless steel wire;Ferrous metals;Stainless steel (chromium);kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century. Stainless steel is extremely resistant to corrosion.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. To render the steel stainless. chromium is needed and is typically added as stainless steel scraps. The molten steel is usually further processed before being thermoformed into its final shape.
Steel is commonly used in the construction industry. mainly as a structural material. Stainless steel wires are typically used as ropes and cables in multiple applications. including bridges. suspending structures. lighting and others.";Cables. ropes. structure. lighting;;0.2257856103313182;253.37443753120365;13.89362942972096;1.0;0.5644
74;Square tube - 20 × 20 mm. 1.6 mm thick;Metals;Steel;m;1.0;110;Steel hollow section extruded;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into hollow sections.
Hollow sections of steel are commonly used in the construction industry. mainly for structural purposes.";Structural profiles;Based on SHS;0.0547782211176553;45.19200194383132;4.602763840163799;1.0;1.0048
75;Square tube - 50 × 50 mm. 2 mm thick;Metals;Steel;m;1.0;110;Steel hollow section extruded;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into hollow sections.
Hollow sections of steel are commonly used in the construction industry. mainly for structural purposes.";Structural profiles;Based on SHS;0.0547782211176553;45.19200194383132;4.602763840163799;1.0;3.14
76;Square tube - 100 × 100 mm. 4 mm thick;Metals;Steel;m;1.0;110;Steel hollow section extruded;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into hollow sections.
Hollow sections of steel are commonly used in the construction industry. mainly for structural purposes.";Structural profiles;Based on SHS;0.0547782211176553;45.19200194383132;4.602763840163799;1.0;12.56
77;Steel pipe - 21.3 mm outer dia.. 2.6 mm thick;Metals;Steel;m;1.0;111;Steel pipe;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into circular pipes.
Steel pipes are often used in pile foundations. plumbing and as columns (usually filled with concrete).";Piles. pipes. structural profiles;;0.042907991564807;78.10631629077275;3.538276687569412;1.0;1.199042
78;Steel pipe - 42.4 mm outer dia.. 2.6 mm thick;Metals;Steel;m;1.0;111;Steel pipe;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into circular pipes.
Steel pipes are often used in pile foundations. plumbing and as columns (usually filled with concrete).";Piles. pipes. structural profiles;;0.042907991564807;78.10631629077275;3.538276687569412;1.0;2.551972
79;Steel pipe - 88.9 mm outer dia.. 4 mm thick;Metals;Steel;m;1.0;111;Steel pipe;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into circular pipes.
Steel pipes are often used in pile foundations. plumbing and as columns (usually filled with concrete).";Piles. pipes. structural profiles;;0.042907991564807;78.10631629077275;3.538276687569412;1.0;8.375046
80;Steel pipe - 165.1 mm outer dia.. 4.9 mm thick;Metals;Steel;m;1.0;111;Steel pipe;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being extruded into circular pipes.
Steel pipes are often used in pile foundations. plumbing and as columns (usually filled with concrete).";Piles. pipes. structural profiles;;0.042907991564807;78.10631629077275;3.538276687569412;1.0;19.35879
81;Steel sheet corrugated colorbond;Metals;Steel;m²;1.05;113;Steel sheet corrugated;Ferrous metals;Steel;kg;"Steel is a ferrous metal and is an alloy of iron and carbon. as well as potential other elements. It has a very high tensile strength. Steel has been used in the construction industry for over a century.
The core material for making steel is iron. which is found in iron ore. Iron is extracted from iron ore in blast furnaces through the smelting process. while controlling for the content of carbon. The molten steel is usually further processed before being cast into sheet. These steel sheets are then corrugated using roll forming. The corrugated steel sheets are finally galvanised by applying a coat of zinc crystals on their surface to significantly improve their resistance to corrosion.
Corrugated steel sheets are widely used in the construction industry. mainly as roofing. cladding. separations and permanent formwork.";Roofing. cladding. separations. permanent formwork;;0.0795793899783472;73.35676561858773;5.488623534598521;1.0;3.26
82;Solvent-based paint - per m²;Miscellaneous;Paint;m²;1.05;104;Solvent based paint;Other chemicals;Paint;kg;"Paint is used to protect surfaces from moisture. UV and wear. It can protective coating for timber. metals. plastics and plaster products. There are two main types of paint: water-based paint (including waterborne acrylics. and acrylic latex paints) and solvent-based paint (also known as alkyd or oil-based enamel paints).
Paint is produced by combining resin. solvents. pigment. and additives. Resins are used to bind together the ingredients. For solvent-based paint these include: dammar. mastic. copal and alkyd resin. Pigments are added to create colour and sheen. and can include calcium carbonate. talc. oxides and mica amongst others. Solvents such as mineral spirits or turpentine are used to dilute and thin the paint. Other additives are included to reduce drying time and give the paint particular properties.
Solvent-based paints are becoming less common. due to the high levels of volatile organic compounds (VOCs) present. Paints with high levels of VOCs are toxic to the environment. have a harsh odour and can be dangerous to inhale. Solvent-based paints are cheaper and tougher than the water-based alternative. and are commonly used in high-traffic areas (although they are more susceptible to UV deterioration). They are more abrasion resistant and have a more brilliant gloss. with a smooth finish. They are difficult to clean. and require mineral turpentine. rather than water.";Exterior and internal finishes. sealant. weatherproofing;;0.1241111222588804;196.53832765563405;6.2571024479987525;1.0;0.075
83;Wallpaper - per m²;Miscellaneous;Paper;m²;1.0;118;Wallpaper;Timber;Paper;kg;"Wallpaper is a decorative wall finish that gained popularity as early as the 16th Century. There are two main types of wallpaper - woven and non-woven. Both include a decorative colour or print on the front and an adhesive paste to fix it to the wall.
Woven wallpapers are typically made from fabric. or heavy cotton. which is coated (often with an acrylic or polyvinyl coating). Non-woven wallpaper is made from paper. natural fibres. or synthetic materials. A backing adhesive is either applied manually. or included as a precoated layer. The backing paste is typically made from starch. wheat-derived. or a vinyl-based adhesive. Patterns are printed using a variety of printing techniques depending on the aesthetic style. and backing material used.
Wallpaper is predominantly used for decorative purposes. It varies significantly in cost. depending on the production quality and materials used.";Interior decoration;;0.2626676770502678;447.80649253547057;16.022318980880236;1.0;0.173077
84;Water-based paint - per m²;Miscellaneous;Paint;m²;1.05;119;Water based paint;Other chemicals;Paint;kg;"Paint is used to protect surfaces from moisture. UV and wear. It can protective coating for timber. metals. plastics and plaster products. There are two main types of paint: water-based paint (including waterborne acrylics. and acrylic latex paints) and solvent-based paint (also known as alkyd or oil-based enamel paints).
Paint is produced by combining resin. solvents. pigment. and additives. Resins are used to bind together the ingredients. For water-based paint these include: poly vinyl acetate. butyl methacrylate and methyl. Solvents such as water and mineral turpentine are used to dilute and thin the paint. Pigments are added to create colour and sheen. and can include calcium carbonate. talc. oxides and mica amongst others. Other additives are included to reduce drying time and give the paint particular properties.
Water-based paints have several advantages over oil-based alternatives. They are excellent for external applications. and have high tolerance to UV. They have a low odour. are easy to clean. and are less hazardous to dispose of. They also have better flexibility. dry faster. and are generally more environmentally friendly due to the low amounts of volatile organic compounds (VOCs). which are commonly found in solvent-based paints. Paints with high levels of VOCs are toxic to the environment. have a harsh odour and can be dangerous to inhale.";Exterior and internal finishes. sealant. weatherproofing;;0.1114305859826314;205.686850045512;6.7679924855228;1.0;0.078125
85;ABS panel - 2mm;Plastics;Other;m²;1.0;16;Acrylonitrile butadiene styrene (ABS);Polymers;Other polymers;kg;"Acrylonitrile butadiene styrene (ABS) is a thermoplastic with high mechanical strength. It is tough. resistant to impacts. offers a good surface quality and is a good electrical insulator.
ABS is derived from three polymers. namely acrylonitrile. butadiene and styrene. mostly through emulsion. It can be moulded or extruded.
ABS is generally used for pipes and fittings and sometimes for general purpose panels within the construction industry.";Pipes. fittings. general purpose panels;;0.2698277907775891;358.6012502331377;16.01185093527771;1.0;2.14
86;ABS panel - 3mm;Plastics;Other;m²;1.0;16;Acrylonitrile butadiene styrene (ABS);Polymers;Other polymers;kg;"Acrylonitrile butadiene styrene (ABS) is a thermoplastic with high mechanical strength. It is tough. resistant to impacts. offers a good surface quality and is a good electrical insulator.
ABS is derived from three polymers. namely acrylonitrile. butadiene and styrene. mostly through emulsion. It can be moulded or extruded.
ABS is generally used for pipes and fittings and sometimes for general purpose panels within the construction industry.";Pipes. fittings. general purpose panels;;0.2698277907775891;358.6012502331377;16.01185093527771;1.0;3.21
87;ABS pipe - 21.4 mm outer dia.. 2.1 mm thick;Plastics;Other;m;1.0;16;Acrylonitrile butadiene styrene (ABS);Polymers;Other polymers;kg;"Acrylonitrile butadiene styrene (ABS) is a thermoplastic with high mechanical strength. It is tough. resistant to impacts. offers a good surface quality and is a good electrical insulator.
ABS is derived from three polymers. namely acrylonitrile. butadiene and styrene. mostly through emulsion. It can be moulded or extruded.
ABS is generally used for pipes and fittings and sometimes for general purpose panels within the construction industry.";Pipes. fittings. general purpose panels;;0.2698277907775891;358.6012502331377;16.01185093527771;1.0;0.136242
88;ABS pipe - 48.3 mm outer dia.. 3.6 mm thick;Plastics;Other;m;1.0;16;Acrylonitrile butadiene styrene (ABS);Polymers;Other polymers;kg;"Acrylonitrile butadiene styrene (ABS) is a thermoplastic with high mechanical strength. It is tough. resistant to impacts. offers a good surface quality and is a good electrical insulator.
ABS is derived from three polymers. namely acrylonitrile. butadiene and styrene. mostly through emulsion. It can be moulded or extruded.
ABS is generally used for pipes and fittings and sometimes for general purpose panels within the construction industry.";Pipes. fittings. general purpose panels;;0.2698277907775891;358.6012502331377;16.01185093527771;1.0;0.540933
89;ABS pipe - 168.3 mm outer dia.. 7.7 mm thick;Plastics;Other;m;1.0;16;Acrylonitrile butadiene styrene (ABS);Polymers;Other polymers;kg;"Acrylonitrile butadiene styrene (ABS) is a thermoplastic with high mechanical strength. It is tough. resistant to impacts. offers a good surface quality and is a good electrical insulator.
ABS is derived from three polymers. namely acrylonitrile. butadiene and styrene. mostly through emulsion. It can be moulded or extruded.
ABS is generally used for pipes and fittings and sometimes for general purpose panels within the construction industry.";Pipes. fittings. general purpose panels;;0.2698277907775891;358.6012502331377;16.01185093527771;1.0;4.156903
90;ETFE film - 25.4 μm (0.001”);Plastics;Other;m²;1.0;61;Ethylene Tetrafluoroethylene (ETFE);Polymers;Other polymers;kg;"Ethylene tetrafluoroethylene (ETFE) is a fluorine-based plastic with high corrosion resistance. self-cleaning properties. ultraviolet resistance and resistant to a broad range of temperatures.
ETFE is produced by polymerising tetrafluoroethylene using water. ETFE is then extruded to the required thickness and welded into large sheets.
Due to its high resistance to the outdoor environment. ETFE is used in tensile architecture as a membrane and can also be used in inflated cushions.";Tensile architecture. inflatable cushions;;12.06303493359649;22606.22040605947;798.1994197069109;1.0;0.0254
91;ETFE film - 50.8 μm (0.002”);Plastics;Other;m²;1.0;61;Ethylene Tetrafluoroethylene (ETFE);Polymers;Other polymers;kg;"Ethylene tetrafluoroethylene (ETFE) is a fluorine-based plastic with high corrosion resistance. self-cleaning properties. ultraviolet resistance and resistant to a broad range of temperatures.
ETFE is produced by polymerising tetrafluoroethylene using water. ETFE is then extruded to the required thickness and welded into large sheets.
Due to its high resistance to the outdoor environment. ETFE is used in tensile architecture as a membrane and can also be used in inflated cushions.";Tensile architecture. inflatable cushions;;12.06303493359649;22606.22040605947;798.1994197069109;1.0;0.0508
92;ETFE film - 127 μm (0.005”);Plastics;Other;m²;1.0;61;Ethylene Tetrafluoroethylene (ETFE);Polymers;Other polymers;kg;"Ethylene tetrafluoroethylene (ETFE) is a fluorine-based plastic with high corrosion resistance. self-cleaning properties. ultraviolet resistance and resistant to a broad range of temperatures.
ETFE is produced by polymerising tetrafluoroethylene using water. ETFE is then extruded to the required thickness and welded into large sheets.
Due to its high resistance to the outdoor environment. ETFE is used in tensile architecture as a membrane and can also be used in inflated cushions.";Tensile architecture. inflatable cushions;;12.06303493359649;22606.22040605947;798.1994197069109;1.0;0.127
